STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,EMXP,Measurement Flag,Quality Flag,Number of Days,Units,MXSD,Measurement Flag,Quality Flag,Number of Days,Units,DSNW,Measurement Flag,Quality Flag,Number of Days,Units,TPCP,Measurement Flag,Quality Flag,Number of Days,Units,TSNW,Measurement Flag,Quality Flag,Number of Days,Units
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199206,130, , ,21,HI,0, , ,99,I,0, , ,00,NA,311, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199207,51, , ,25,HI,0, , ,99,I,0, , ,00,NA,363, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199208,142, , ,25,HI,0, , ,99,I,0, , ,00,NA,896, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199209,127, , ,30,HI,0,T,+,30,I,0, , ,00,NA,601, , ,00,HI,46, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199210,305, , ,26,HI,2, , ,24,I,6, , ,00,NA,1047, , ,00,HI,94, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199211,284, , ,09,HI,15, , ,30,I,28, , ,00,NA,1425, , ,00,HI,570, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199212,188, , ,03,HI,24, , ,01,I,31, , ,00,NA,559, , ,00,HI,477, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199301,208, , ,17,HI,47, , ,19,I,31, , ,00,NA,706, , ,00,HI,904, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199302,205, , ,15,HI,63, , ,07,I,28, , ,00,NA,793, , ,00,HI,854, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199303,56, , ,07,HI,61, , ,11,I,31, , ,00,NA,262, , ,00,HI,476, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199304,32, , ,16,HI,44, , ,01,I,28, , ,00,NA,157, , ,00,HI,13, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199305,55, , ,12,HI,0, , ,99,I,0, , ,00,NA,286, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199306,51, , ,16,HI,0, , ,99,I,0, , ,00,NA,159, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199307,38, , ,25,HI,0, , ,99,I,0, , ,00,NA,125, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199308,317, , ,15,HI,0, , ,99,I,0, , ,00,NA,1318, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199309,247, , ,16,HI,0, , ,99,I,0, , ,00,NA,1616, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199310,211, , ,09,HI,0, , ,99,I,0, , ,00,NA,1190, , ,00,HI,44, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199311,177, , ,09,HI,24, , ,30,I,21, , ,00,NA,864, , ,00,HI,756, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199312,144, , ,23,HI,38, , ,23,I,31, , ,00,NA,1028, , ,00,HI,865, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199401,97, , ,27,HI,41, , ,25,I,31, , ,00,NA,462, , ,00,HI,427, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199402,89, , ,02,HI,32, , ,01,I,28, , ,00,NA,244, , ,00,HI,135, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199403,175, , ,24,HI,51, , ,25,I,31, , ,00,NA,981, , ,00,HI,956, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199404,59, , ,23,HI,39, , ,01,I,28, , ,00,NA,379, , ,00,HI,231, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199405,132, , ,19,HI,0, , ,99,I,0, , ,00,NA,628, , ,00,HI,2, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199406,80, , ,24,HI,0, , ,99,I,0, , ,00,NA,258, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199407,71, , ,26,HI,0, , ,99,I,0, , ,00,NA,262, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199408,161, , ,26,HI,0, , ,99,I,0, , ,00,NA,334, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199409,140, , ,18,HI,0, , ,99,I,0, , ,00,NA,994, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199410,90, , ,06,HI,2, , ,21,I,4, , ,00,NA,762, , ,00,HI,109, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199411,237, , ,17,HI,41, , ,21,I,29, , ,00,NA,785, , ,00,HI,1082, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199412,123, , ,03,HI,60, , ,24,I,31, , ,00,NA,841, , ,00,HI,1245, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199501,74, , ,30,HI,54, , ,24,I,31, , ,00,NA,586, , ,00,HI,654, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199502,73, , ,05,HI,52, , ,04,I,28, , ,00,NA,323, , ,00,HI,174, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199503,157, , ,16,HI,64, , ,16,I,31, , ,00,NA,460, , ,00,HI,616, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199504,45, , ,25,HI,39, , ,01,I,24, , ,00,NA,210, , ,00,HI,24, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199505,124, , ,24,HI,2, , ,07,I,1, , ,00,NA,629, , ,00,HI,65, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199506,65, , ,22,HI,0, , ,99,I,0, , ,00,NA,336, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199507,64, , ,11,HI,0, , ,99,I,0, , ,00,NA,494, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199508,70, , ,12,HI,0, , ,99,I,0, , ,00,NA,304, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199509,268, , ,12,HI,0, , ,99,I,0, , ,00,NA,1421, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199510,134, , ,31,HI,1, , ,15,I,1, , ,00,NA,361, , ,00,HI,20, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199511,71, , ,01,HI,3, , ,24,I,13, , ,00,NA,141, , ,00,HI,58, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199512,68, , ,23,HI,3, , ,22,I,14, , ,00,NA,268, , ,00,HI,93, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199601,14, , ,07,HI,2, , ,14,I,31, , ,00,NA,23, , ,00,HI,41, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199602,305, , ,10,HI,60, , ,10,I,29, , ,00,NA,1447, , ,00,HI,1800, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199603,72, , ,16,HI,51, , ,16,I,31, , ,00,NA,333, , ,00,HI,455, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199604,69, , ,04,HI,42, , ,05,I,26, , ,00,NA,249, , ,00,HI,206, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199605,30, , ,25,HI,0, , ,99,I,0, , ,00,NA,70, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199606,54, , ,14,HI,0, , ,99,I,0, , ,00,NA,281, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199607,132, , ,30,HI,0, , ,99,I,0, , ,00,NA,491, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199608,167, , ,29,HI,0, , ,99,I,0, , ,00,NA,778, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199609,112, , ,21,HI,1, , ,24,I,1, , ,00,NA,663, , ,00,HI,60, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199610,208, , ,30,HI,12, , ,31,I,9, , ,00,NA,470, , ,00,HI,301, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199611,83, , ,04,HI,21, , ,05,I,30, , ,00,NA,146, , ,00,HI,222, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199612,64, , ,17,HI,23, , ,18,I,31, , ,00,NA,142, , ,00,HI,166, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199701,116, , ,29,HI,37, , ,31,I,31, , ,00,NA,491, , ,00,HI,681, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199702,203, , ,22,HI,41, , ,26,I,28, , ,00,NA,840, , ,00,HI,591, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199703,78, , ,23,HI,37, , ,24,I,31, , ,00,NA,133, , ,00,HI,251, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199704,42, , ,22,HI,33, , ,01,I,20, , ,00,NA,153, , ,00,HI,34, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199705,83, , ,10,HI,0, , ,99,I,0, , ,00,NA,350, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199706,80, , ,06,HI,0, , ,99,I,0, , ,00,NA,294, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199707,50, , ,12,HI,0, , ,99,I,0, , ,00,NA,245, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199708,289, , ,31,HI,0, , ,99,I,0, , ,00,NA,1334, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199709,231, , ,23,HI,0, , ,99,I,0, , ,00,NA,1055, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199710,86, , ,20,HI,4, , ,19,I,5, , ,00,NA,359, , ,00,HI,151, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199711,151, , ,09,HI,10, , ,28,I,21, , ,00,NA,716, , ,00,HI,357, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199712,119, , ,11,HI,35, , ,30,I,31, , ,00,NA,845, , ,00,HI,971, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199801,73, , ,15,HI,38, , ,26,I,31, , ,00,NA,267, , ,00,HI,435, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199802,74, , ,15,HI,42, , ,16,I,28, , ,00,NA,277, , ,00,HI,352, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199803,71, , ,24,HI,36, , ,01,I,31, , ,00,NA,258, , ,00,HI,200, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199804,127, , ,14,HI,25, , ,03,I,21, , ,00,NA,657, , ,00,HI,201, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199805,130, , ,03,HI,7, , ,04,I,2, , ,00,NA,665, , ,00,HI,107, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199806,88, , ,21,HI,0, , ,99,I,0, , ,00,NA,415, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199807,73, , ,25,HI,0, , ,99,I,0, , ,00,NA,320, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199808,133, , ,16,HI,0, , ,99,I,0, , ,00,NA,807, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199809,213, , ,19,HI,0,T, ,20,I,0, , ,00,NA,871, , ,00,HI,0,T, ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199810,237, , ,23,HI,0,T, ,26,I,0, , ,00,NA,793, , ,00,HI,10, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199811,45, , ,19,HI,6, , ,29,I,14, , ,00,NA,171, , ,00,HI,170, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199812,67, , ,04,HI,19, , ,16,I,31, , ,00,NA,264, , ,00,HI,501, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199901,140, , ,23,HI,34, , ,24,I,31, , ,00,NA,514, , ,00,HI,864, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199902,66, , ,26,HI,40, , ,27,I,28, , ,00,NA,214, , ,00,HI,363, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199903,84, , ,10,HI,49, , ,10,I,31, , ,00,NA,470, , ,00,HI,739, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199904,163, , ,01,HI,60, , ,02,I,30, , ,00,NA,727, , ,00,HI,742, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199905,84, , ,25,HI,11, , ,01,I,5, , ,00,NA,187, , ,00,HI,21, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199906,61, , ,20,HI,0, , ,99,I,0, , ,00,NA,214, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199907,73, , ,21,HI,0, , ,99,I,0, , ,00,NA,278, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199908,154, , ,12,HI,0, , ,99,I,0, , ,00,NA,397, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199909,186, , ,18,HI,0, , ,99,I,0, , ,00,NA,1137, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199910,293, , ,18,HI,8, , ,31,I,2, , ,00,NA,1189, , ,00,HI,345, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199911,64, , ,01,HI,28, , ,02,I,30, , ,00,NA,220, , ,00,HI,400, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199912,406, , ,22,HI,32, , ,20,I,31, , ,00,NA,1696, , ,00,HI,928, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200001,221, , ,24,HI,62, , ,31,I,31, , ,00,NA,978, , ,00,HI,1162, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200002,196, , ,02,HI,72, , ,02,I,29, , ,00,NA,622, , ,00,HI,482, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200003,82, , ,30,HI,57, , ,03,I,31, , ,00,NA,471, , ,00,HI,385, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200004,68, , ,19,HI,51, , ,01,I,30, , ,00,NA,229, , ,00,HI,54, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200005,61, , ,05,HI,3, , ,01,I,3, , ,00,NA,221, , ,00,HI,14, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200006,26, , ,19,HI,0, , ,99,I,0, , ,00,NA,132, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200007,79, , ,16,HI,0, , ,99,I,0, , ,00,NA,326, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200008,98, , ,04,HI,0, , ,99,I,0, , ,00,NA,384, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200009,191, , ,23,HI,0, , ,99,I,0, , ,00,NA,758, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200010,160, , ,05,HI,7, , ,26,I,7, , ,00,NA,789, , ,00,HI,224, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200011,149, , ,10,HI,13, , ,30,I,30, , ,00,NA,705, , ,00,HI,399, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200012,149, , ,05,HI,19, , ,29,I,31, , ,00,NA,620, , ,00,HI,385, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200101,186, , ,15,HI,43, , ,28,I,31, , ,00,NA,1518, , ,00,HI,1070, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200102,268, , ,27,HI,63, , ,26,I,28, , ,00,NA,687, , ,00,HI,636, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200103,165, , ,11,HI,49, , ,01,I,31, , ,00,NA,621, , ,00,HI,397, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200104,146, , ,03,HI,50, , ,04,I,30, , ,00,NA,508, , ,00,HI,562, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200105,110, , ,02,HI,14, , ,03,I,11, , ,00,NA,361, , ,00,HI,240, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200106,69, , ,06,HI,0, , ,99,I,0, , ,00,NA,108, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200107,170, , ,20,HI,0, , ,99,I,0, , ,00,NA,609, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200108,108, , ,28,HI,0, , ,99,I,0, , ,00,NA,385, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200109,144, , ,13,HI,0, , ,99,I,0, , ,00,NA,597, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200110,142, , ,01,HI,6, , ,30,I,7, , ,00,NA,710, , ,00,HI,260, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200111,128, , ,17,HI,7, , ,18,I,30, , ,00,NA,268, , ,00,HI,241, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200112,106, , ,21,HI,26, , ,26,I,31, , ,00,NA,589, , ,00,HI,668, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200201,164, , ,09,HI,41, , ,31,I,31, , ,00,NA,900, , ,00,HI,804, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200202,116, , ,14,HI,63, , ,14,I,28, , ,00,NA,554, , ,00,HI,984, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200203,40, , ,02,HI,60, , ,02,I,31, , ,00,NA,132, , ,00,HI,266, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200204,204, , ,19,HI,40, , ,03,I,30, , ,00,NA,422, , ,00,HI,147, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200205,58, , ,15,HI,15, , ,02,I,6, , ,00,NA,222, , ,00,HI,0,T, ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200206,79, , ,06,HI,0, , ,99,I,0, , ,00,NA,307, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200207,71, , ,18,HI,0, , ,99,I,0, , ,00,NA,336, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200208,163, , ,08,HI,0, , ,99,I,0, , ,00,NA,1071, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200209,93, , ,24,HI,0, , ,99,I,0, , ,00,NA,841, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200210,150, , ,25,HI,0, , ,99,I,0, , ,00,NA,1540, , ,00,HI,2, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200211,252, , ,29,HI,3, , ,18,I,5, , ,00,NA,1506, , ,00,HI,71, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200212,111, , ,23,HI,35, , ,31,I,19, , ,00,NA,581, , ,00,HI,760, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200301,106, , ,04,HI,43, , ,07,I,31, , ,00,NA,386, , ,00,HI,484, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200302,257, , ,05,HI,44, , ,24,I,28, , ,00,NA,1423, , ,00,HI,926, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200303,70, , ,02,HI,39, , ,26,I,31, , ,00,NA,170, , ,00,HI,228, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200304,51, , ,21,HI,30, , ,02,I,21, , ,00,NA,142, , ,00,HI,0,T, ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200305,116, , ,10,HI,0, , ,99,I,0, , ,00,NA,357, , ,00,HI,33, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200306,74, , ,14,HI,0, , ,99,I,0, , ,00,NA,443, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200307,124, , ,21,HI,0, , ,99,I,0, , ,00,NA,427, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200308,117, , ,12,HI,0, , ,99,I,0, , ,00,NA,834, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200309,165, , ,29,HI,0, , ,99,I,0, , ,00,NA,476, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200310,164, , ,03,HI,0, , ,99,I,0, , ,00,NA,718, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200311,130, , ,08,HI,16, , ,29,I,19, , ,00,NA,465, , ,00,HI,332, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200312,116, , ,22,HI,38, , ,30,I,31, , ,00,NA,660, , ,00,HI,932, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200401,110, , ,09,HI,56, , ,10,I,31, , ,00,NA,321, , ,00,HI,703, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200402,190, , ,10,HI,50, , ,11,I,29, , ,00,NA,528, , ,00,HI,564, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200403,72, , ,10,HI,54, , ,29,I,31, , ,00,NA,423, , ,00,HI,724, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,200404,127, , ,02,HI,65, , ,03,I,30, , ,00,NA,348, , ,00,HI,282, , ,00,TI
